Product Title,Product Link,Product Price,Rating,Number of Reviews,Frequently Bought Together
"Lenovo ThinkPad X1 Carbon 6th gen Laptop, 14.0in FHD (1920x1080), Intel Core i7-8550U, 16GB LPDDR3, 512 GB Solid State Drive, Windows 10 Pro (Renewed)",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo3ODU4NTk3MjQ2MDc2MTY3OjE3Mjk3NDU1ODU6c3BfYXRmX25leHQ6MzAwMDI1OTczNzI2MzAyOjowOjo&url=%2FLenovo-ThinkPad-X1-Carbon-Refurbished%2Fdp%2FB07MLGSYFV%2Fref%3Dsr_1_4131_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745585%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4131-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,799.99,$30 delivery Oct 29 - 31 ,No reviews available,Not available
"Samsung Galaxy Book4 Laptop, 15.6"", Intel i5, 8GB RAM, 256GB Storage - Moonstone Gray",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo3ODU4NTk3MjQ2MDc2MTY3OjE3Mjk3NDU1ODU6c3BfYXRmX25leHQ6MzAwNDY1MTU2ODk2OTAyOjowOjo&url=%2FSamsung-Galaxy-Book4-Laptop-Storage%2Fdp%2FB0CV7KZ95D%2Fref%3Dsr_1_4132_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745585%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4132-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,899.94,3.7,50,Not available
"Lenovo IdeaPad 3 15.6"" FHD Laptop - AMD Ryzen 5 4500U, 8GB RAM, 512GB SSD, Windows 10 Home - Abyss Blue (81W40016CF)",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfYnRmOjMwMDI5MTEwNjQwOTAwMjo6MDo6&url=%2FIdeaPad-15-6-FHD-Laptop-81W40016CF%2Fdp%2FB09C6PNVT6%2Fref%3Dsr_1_4571_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4571-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,549.99,4.1,15,Not available
"HP 17 inch Laptop, FHD Display, Intel Core i5-1335U, 8 GB RAM, 1 TB SSD, Intel UHD Graphics, Windows 11 Home, 17-cn3010ca",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfYnRmOjMwMDQ2NTE1Njg5NjcwMjo6MDo6&url=%2FHP-Display-i5-1335U-Graphics-17-cn3010ca%2Fdp%2FB0BYFDQK6S%2Fref%3Dsr_1_4570_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4570-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,849.98,4.2,20,Not available
"Lenovo ThinkPad P53 Laptop | 15.6"" 1920x1080 FHD | Core i7-9850H - 512GB SSD + 1TB HDD Hard Drive - 32GB RAM - Nvidia Quadro RTX 3000 | 6 cores @ 4.6 GHz - 4GB GDDR6 Win 10 Pro Black (Renewed)",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfYnRmOjMwMDMzMzU2ODAwNTcwMjo6MDo6&url=%2FLenovo-ThinkPad-P53-Laptop-1920x1080%2Fdp%2FB0DBGVP7MK%2Fref%3Dsr_1_4572_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4572-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,449.99",$30 delivery Oct 29 - 31 ,No reviews available,Not available
No title available,https://www.amazon.ca/s?k=hp+laptop&ref=rsl_sug_0_0&pd_rd_w=P7qJg&content-id=amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293:amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_p=44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_r=S8F9480VGT7XQFSS9XKN&pd_rd_wg=XfcDg&pd_rd_r=afd7ace8-730e-4209-8319-b8c6fe0c9097&qid=1729745586,Price not available,Rating not available,hp laptop,Not available
"Lenovo Ideapad Gaming 15.6"" Laptop - Intel Core i5-10300H, 8GB RAM, 256GB SSD + 1TB HDD, Windows 10, NVIDIA GeForce GTX 1650-81Y4001WUS",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfYnRmOjMwMDQ4NTczMDM5OTAwMjo6MDo6&url=%2FLenovo-Ideapad-Gaming-15-6-Laptop%2Fdp%2FB0CZ7LNM8M%2Fref%3Dsr_1_4569_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4569-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,699.99,"FREE delivery Sun, Oct 27 ",Only 8 left in stock.,Not available
"Gray Laptop [Win 11&MS Office 2019] 14'' FHD IPS Display Ultra-Thin Notebook Celeron J4105 (up to 2.5GHz) 8GB DDR4 RAM 256GB SSD,180°Opening, USB3.0/WIFI/BT Suitable for Work,Study and Play(GB, 256)",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfbXRmOjMwMDE1NDUzMDg5NTgwMjo6MDo6&url=%2FDisplay-Ultra-Thin-Notebook-180%25C2%25B0Opening-Suitable%2Fdp%2FB0CYNYJL2M%2Fref%3Dsr_1_4568_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4568-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,399.90,"FREE delivery Sun, Oct 27 ",Only 2 left in stock.,Not available
"ASUS VivoBook 14"" FHD (1920x1080) Laptop - Intel Core i5-1135G7 Processor, 8GB RAM, 256GB SSD, WiFi, Bluetooth, Blacklit Keyboard, Windows 10 Home - Slate Grey (F415EA-UB51)",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfbXRmOjMwMDEzMzUzNjExMDQwMjo6MDo6&url=%2FASUS-VivoBook-FHD-1920x1080-Laptop%2Fdp%2FB0CS4RRY5P%2Fref%3Dsr_1_4566_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4566-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,549.98,"FREE delivery Sun, Oct 27 ",Only 6 left in stock.,Not available
"LeadsaiL Wireless Keyboard and Mouse Combo, Full-Sized Ergonomic Computer Keyboard with Phone Tablet Holder, 2.4GHz Silent Cordless Keyboard Mouse Set for Windows Laptop, PC, Desktop - Pink",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfbXRmOjMwMDQ5NTY0MDg4NDEwMjo6MDo6&url=%2FWireless-Keyboard-Full-Sized-Ergonomic-Computer%2Fdp%2FB09YNC9SVM%2Fref%3Dsr_1_4567_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4567-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,37.99,4.4,926,Not available
"Dell Precision 7750 Workstation Laptop | 17.3"" 1920x1080 FHD | Xeon W - 10885M - 1TB SSD + 1TB SSD Hard Drive - 32GB RAM - Nvidia Quadro T1000 | 8 cores @ 5.3 GHz - 4GB GDDR6 Win 10 Pro (Renewed)",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfYXRmX25leHQ6MzAwMTA0ODY1MjMyNzAyOjowOjo&url=%2F2020-Dell-Precision-7750-Laptop%2Fdp%2FB096V7YR3D%2Fref%3Dsr_1_4563_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4563-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,999.99",$30 delivery Oct 29 - 31 ,Only 5 left in stock.,Not available
"Dell Latitude 7370 13.3"" Touchscreen Laptop, Intel Core M5, 8GB RAM, 256GB SSD, Win10 Pro (Renewed)",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfYXRmX25leHQ6MzAwNDcxNjk0Njc5MDAyOjowOjo&url=%2FDell-Latitude-Touchscreen-Laptop-Renewed%2Fdp%2FB0CRWWSNRW%2Fref%3Dsr_1_4564_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4564-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,275.00,5.0,1,Not available
"Ruzava 14"" Traditional Laptop 6GB DDR4 256GB SSD Celeron N4020(Up to 2.8Ghz) 2-Core Win 11 Notebook 1920x1080 FHD Dual WiFi BT 4.2 Support 512GB TF&1TB SSD Expand with Webcam for Business Study-Gold",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfbXRmOjMwMDA0NjY2MzE0MzQwMjo6MDo6&url=%2FRuzava-Notebook-1920x1080-Wireless-Study-Gold%2Fdp%2FB0CBKJVWL4%2Fref%3Dsr_1_4565_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4565-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,263.99,4.0,84,Not available
"SOEYBAE Fiber Optic HDMI Cable 20M, Fiber HDMI Cable 2.0 Supports 4K@60Hz,18Gbps, 4:4:4, HDR, Dolby, Vision, HDCP2.2, ARC, 3D,Suitable for TV LCD Laptop PS3 PS4 Projector Computer,Cable HDMI",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfYXRmX25leHQ6MzAwNDAyODA5ODQ1NjAyOjowOjo&url=%2FSOEYBAE-Fiber-Optic-Supports-18Gbps%2Fdp%2FB09HTVJGL4%2Fref%3Dsr_1_4562_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4562-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,80.00,4.4,621,Not available
No title available,https://www.amazon.ca/s?k=hp+laptop&ref=rsl_sug_0_0&pd_rd_w=KIieA&content-id=amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293:amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_p=44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_r=R7G3Z9WBDFBC8K3P2GQV&pd_rd_wg=L2u5m&pd_rd_r=dffc8d02-2682-4dfe-8dd4-317b57828797&qid=1729745586,Price not available,Rating not available,hp laptop,Not available
"Selfie Light for Phone, Update Phone Light Clip on with 3 Light Colors+6 RGB, 5/24h Duration, Portable Rechargeable Video Fill Light for for Phone, IPad, Laptop, Makeup, Live Stream,TikTok,Vlog",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo2MDg5MTA1MjE3NjMzMzI2OjE3Mjk3NDU1ODY6c3BfYXRmX25leHQ6MzAwMzgyMDc1Nzg5MDAyOjowOjo&url=%2FSelfie-Update-Duration-Portable-Rechargeable%2Fdp%2FB0D2TNLX63%2Fref%3Dsr_1_4561_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745586%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4561-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,38.99,4.0,8,Not available
"Ruzava 14"" Traditional Laptop 6GB DDR4 256GB SSD Celeron N4020(Up to 2.8Ghz) 2-Core Win 11 Notebook 1920x1080 FHD Dual WiFi BT 4.2 Support 512GB TF&1TB SSD Expand with Webcam for Business Study-Blue",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo3ODU4NTk3MjQ2MDc2MTY3OjE3Mjk3NDU1ODU6c3BfYXRmX25leHQ6MzAwMDQ2NjYzMTQzMjAyOjowOjo&url=%2FRuzava-Notebook-1920x1080-Wireless-Study-Blue%2Fdp%2FB0CBKHWNB2%2Fref%3Dsr_1_4129_sspa%3Fcrid%3D1E63C3THFEGDP%26keywords%3Dlaptop%26qid%3D1729745585%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D8-4129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,267.99,4.0,84,Not available
No title available,https://www.amazon.ca/s?k=hp+laptop&ref=rsl_sug_0_0&pd_rd_w=uknko&content-id=amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293:amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_p=44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_r=030BK2MTXY7V2EVWJNWB&pd_rd_wg=2b1xC&pd_rd_r=158fb5bb-8951-4183-9524-eda259f017c7&qid=1729745586,Price not available,Rating not available,hp laptop,Not available
No title available,https://www.amazon.ca/s?k=hp+laptop&ref=rsl_sug_0_0&pd_rd_w=EVPdi&content-id=amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293:amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_p=44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_r=Q3SKKPX2T919PDE34VAH&pd_rd_wg=78CsV&pd_rd_r=521fdc6c-8e71-42f4-b128-a06f3152f1bd&qid=1729745586,Price not available,Rating not available,hp laptop,Not available
No title available,https://www.amazon.ca/s?k=hp+laptop&ref=rsl_sug_0_0&pd_rd_w=nRaQF&content-id=amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293:amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_p=44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_r=BDF9E83YFM22TFT9Z14M&pd_rd_wg=soYSn&pd_rd_r=e93f30ae-841b-40ea-881e-3716c7669585&qid=1729745588,Price not available,Rating not available,hp laptop,Not available
No title available,https://www.amazon.ca/s?k=hp+laptop&ref=rsl_sug_0_0&pd_rd_w=58Zq7&content-id=amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293:amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_p=44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_r=XDVKWCDQ2RXS0KG03BW2&pd_rd_wg=qh0Cm&pd_rd_r=56b3fadf-88cc-4b83-a826-bd80840e2ba3&qid=1729745588,Price not available,Rating not available,hp laptop,Not available
No title available,https://www.amazon.ca/s?k=hp+laptop&ref=rsl_sug_0_0&pd_rd_w=JqKud&content-id=amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293:amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_p=44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_r=6FYZ9D0MDYV2YZFMFE10&pd_rd_wg=NQBrj&pd_rd_r=017f3a89-cf52-407d-ab01-be47211d01f6&qid=1729745591,Price not available,Rating not available,hp laptop,Not available
No title available,https://www.amazon.ca/s?k=hp+laptop&ref=rsl_sug_0_0&pd_rd_w=XLauW&content-id=amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293:amzn1.sym.44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_p=44e6e7c3-130a-4bef-a9b7-4368915a8293&pf_rd_r=9WX9JCVY3TRYKRRX8RKP&pd_rd_wg=gpiMy&pd_rd_r=2da76b98-293e-4eb5-b751-9ec8e03f31b2&qid=1729745590,Price not available,Rating not available,hp laptop,Not available
HP EliteBook Folio 9480M 14in Intel Core i5-4310U 2.0GHz 8GB 180GB SSD Windows 10 Professional (Renewed),https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo0MTAzNTk0MjM5NTkwNDM6MTcyOTc0NTU5MjpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMjIzMzQyMjYwMTAyOjo0Ojo&url=%2FHP-EliteBook-Professional-Certified-Refurbished%2Fdp%2FB073V3SY93%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.ead4008e-f313-4943-84c5-6b44d3477e63%253Aamzn1.sym.ead4008e-f313-4943-84c5-6b44d3477e63%26crid%3D1E63C3THFEGDP%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.w9i8V2R0LxeDnpaP2WH30wIw86olo3f_FCbuqniTrj8BQ-M2tWGTm9PhQab0LXpwIZ7P1Hwa6uxyVW_fQhaNlg.MzYTQvCC7MlN_OZvEY8WfZIfyBdPF9fQlmfBNQFDNWw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB073V3SY93%26pd_rd_r%3Dc9a35b13-acbf-47a4-812f-a7587ca3c17b%26pd_rd_w%3D1RWaC%26pd_rd_wg%3Dk8SDD%26pf_rd_p%3Dead4008e-f313-4943-84c5-6b44d3477e63%26pf_rd_r%3DK3S06H8MDXY5BT94795D%26qid%3D1729745592%26sbo%3DGW1QB%252BmqAsHTPf1jTZRSDA%253D%253D%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D1-7061-1cd13166-e9fe-46a7-89b4-109ca0ed00af-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,249.99,4.0,191,Not available
"Ruzava 14"" Laptop 8GB DDR4 256GB SSD Celeron N5095 (Up to 2.9Ghz) 4-Core Win 11 PC with Cooling Fan 1920 * 1200 2K FHD Screen Dual WiFi Support 1TB SSD Expand for Business Study-Pink",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo0MTAzNTk0MjM5NTkwNDM6MTcyOTc0NTU5MjpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMDI0NjkzNjMzNjAyOjoxOjo&url=%2FRuzava-Aocwei-Cooling-Support-Study-Pink%2Fdp%2FB0CBKJRW39%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.ead4008e-f313-4943-84c5-6b44d3477e63%253Aamzn1.sym.ead4008e-f313-4943-84c5-6b44d3477e63%26crid%3D1E63C3THFEGDP%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.w9i8V2R0LxeDnpaP2WH30wIw86olo3f_FCbuqniTrj8BQ-M2tWGTm9PhQab0LXpwIZ7P1Hwa6uxyVW_fQhaNlg.MzYTQvCC7MlN_OZvEY8WfZIfyBdPF9fQlmfBNQFDNWw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CBKJRW39%26pd_rd_r%3Dc9a35b13-acbf-47a4-812f-a7587ca3c17b%26pd_rd_w%3D1RWaC%26pd_rd_wg%3Dk8SDD%26pf_rd_p%3Dead4008e-f313-4943-84c5-6b44d3477e63%26pf_rd_r%3DK3S06H8MDXY5BT94795D%26qid%3D1729745592%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D1-7058-1cd13166-e9fe-46a7-89b4-109ca0ed00af-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,330.68,4.4,137,Not available
"Ruzava 16"" Laptop 12+512GB Celeron CPU N5095 (Up to 2.9Ghz) 4-Core Win 11 PC with Cooling Fan 1920 * 1200 2K Screen Dual WiFi BT4.2 Support 2.5"" HDD 1TB SSD Expand for Business Study-Red",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo0MTAzNTk0MjM5NTkwNDM6MTcyOTc0NTU5MjpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMTA4NDc3OTY5NzAyOjowOjo&url=%2FRuzava-Aocwei-Cooling-Support-Study-Red%2Fdp%2FB0CBKH1NSP%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.ead4008e-f313-4943-84c5-6b44d3477e63%253Aamzn1.sym.ead4008e-f313-4943-84c5-6b44d3477e63%26crid%3D1E63C3THFEGDP%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.w9i8V2R0LxeDnpaP2WH30wIw86olo3f_FCbuqniTrj8BQ-M2tWGTm9PhQab0LXpwIZ7P1Hwa6uxyVW_fQhaNlg.MzYTQvCC7MlN_OZvEY8WfZIfyBdPF9fQlmfBNQFDNWw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CBKH1NSP%26pd_rd_r%3Dc9a35b13-acbf-47a4-812f-a7587ca3c17b%26pd_rd_w%3D1RWaC%26pd_rd_wg%3Dk8SDD%26pf_rd_p%3Dead4008e-f313-4943-84c5-6b44d3477e63%26pf_rd_r%3DK3S06H8MDXY5BT94795D%26qid%3D1729745592%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D1-7057-1cd13166-e9fe-46a7-89b4-109ca0ed00af-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,499.99,4.4,352,Not available
"ASUS Vivobook 15.6"" FHD Touchscreen Laptop, Intel i5-1135G7 Processor, 36GB RAM, 2TB PCIe SSD, Intel Iris Xe Graphics, Number Pad, Bluetooth, Win 11 Pro, Gray, 32GB Hotface USB Card",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo0MTAzNTk0MjM5NTkwNDM6MTcyOTc0NTU5MjpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMzczMjM0OTk2NTAyOjozOjo&url=%2FASUS-Vivobook-Touchscreen-i5-1135G7-Processor%2Fdp%2FB0CSF2FP9S%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.ead4008e-f313-4943-84c5-6b44d3477e63%253Aamzn1.sym.ead4008e-f313-4943-84c5-6b44d3477e63%26crid%3D1E63C3THFEGDP%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.w9i8V2R0LxeDnpaP2WH30wIw86olo3f_FCbuqniTrj8BQ-M2tWGTm9PhQab0LXpwIZ7P1Hwa6uxyVW_fQhaNlg.MzYTQvCC7MlN_OZvEY8WfZIfyBdPF9fQlmfBNQFDNWw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CSF2FP9S%26pd_rd_r%3Dc9a35b13-acbf-47a4-812f-a7587ca3c17b%26pd_rd_w%3D1RWaC%26pd_rd_wg%3Dk8SDD%26pf_rd_p%3Dead4008e-f313-4943-84c5-6b44d3477e63%26pf_rd_r%3DK3S06H8MDXY5BT94795D%26qid%3D1729745592%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D1-7060-1cd13166-e9fe-46a7-89b4-109ca0ed00af-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,929.00,4.1,109,Not available
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb187nr, Diamond White)",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo0MTAzNTk0MjM5NTkwNDM6MTcyOTc0NTU5MjpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNDg1OTMxMDQ3MTAyOjoyOjo&url=%2FHP-14-inch-Celeron-Storage-14-cb187nr%2Fdp%2FB084SCLNB1%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.ead4008e-f313-4943-84c5-6b44d3477e63%253Aamzn1.sym.ead4008e-f313-4943-84c5-6b44d3477e63%26crid%3D1E63C3THFEGDP%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.w9i8V2R0LxeDnpaP2WH30wIw86olo3f_FCbuqniTrj8BQ-M2tWGTm9PhQab0LXpwIZ7P1Hwa6uxyVW_fQhaNlg.MzYTQvCC7MlN_OZvEY8WfZIfyBdPF9fQlmfBNQFDNWw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB084SCLNB1%26pd_rd_r%3Dc9a35b13-acbf-47a4-812f-a7587ca3c17b%26pd_rd_w%3D1RWaC%26pd_rd_wg%3Dk8SDD%26pf_rd_p%3Dead4008e-f313-4943-84c5-6b44d3477e63%26pf_rd_r%3DK3S06H8MDXY5BT94795D%26qid%3D1729745592%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C128%26sr%3D1-7059-1cd13166-e9fe-46a7-89b4-109ca0ed00af-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,289.00,4.0,818,Not available
Product Title,Product Link,Product Price,Rating,Number of Reviews,Frequently Bought Together
